,State Code,County Code,Tract Code,Tract Income Level,Distressed or Underserved Tract,Tract Median Family Income %,2023 FFIEC Est.MSA/MD non- MSA/MD Median Family Income,2023 Est. Tract Median Family Income,2020 Tract Median Family Income,Tract Population,Tract Minority %,Minority Population,Owner Occupied Units,1- to 4- Family Units
0,06,059,0011.01,Middle,No,98.31,"$127,800","$125,640","$104,659",4611,64.00,2951,1022,1172
1,06,059,0011.02,Middle,No,85.61,"$127,800","$109,410","$91,136",3314,70.73,2344,553,667
2,06,059,0011.03,Moderate,No,77.47,"$127,800","$99,007","$82,476",4754,77.62,3690,603,801
3,06,059,0012.01,Moderate,No,60.08,"$127,800","$76,782","$63,958",5200,88.71,4613,585,907
4,06,059,0012.02,Moderate,No,75.57,"$127,800","$96,578","$80,455",3766,89.33,3364,568,811
5,06,059,0013.01,Middle,No,80.97,"$127,800","$103,480","$86,200",7755,70.93,5501,1668,1793
6,06,059,0013.03,Moderate,No,77.19,"$127,800","$98,649","$82,170",5626,80.52,4530,1106,1634
7,06,059,0013.04,Moderate,No,68.71,"$127,800","$87,811","$73,148",3702,83.50,3091,547,835
8,06,059,0014.01,Moderate,No,73.75,"$127,800","$94,253","$78,512",5493,72.69,3993,718,922
9,06,059,0014.02,Middle,No,87.41,"$127,800","$111,710","$93,056",5261,74.13,3900,796,1148
10,06,059,0014.03,Upper,No,128.58,"$127,800","$164,325","$136,875",3290,52.37,1723,1046,1214
11,06,059,0014.04,Moderate,No,53.98,"$127,800","$68,986","$57,463",3770,84.27,3177,565,932
12,06,059,0015.01,Middle,No,110.65,"$127,800","$141,411","$117,796",6659,54.98,3661,1961,2169
13,06,059,0015.03,Middle,No,95.34,"$127,800","$121,845","$101,500",5302,55.88,2963,1042,1432
14,06,059,0015.04,Moderate,No,79.58,"$127,800","$101,703","$84,716",4803,65.69,3155,732,1291
15,06,059,0015.05,Upper,No,121.24,"$127,800","$154,945","$129,067",7115,55.08,3919,1803,2211
16,06,059,0015.06,Middle,No,93.37,"$127,800","$119,327","$99,397",4544,57.31,2604,1034,1148
17,06,059,0015.07,Middle,No,102.55,"$127,800","$131,059","$109,167",5399,63.83,3446,551,990
18,06,059,0016.02,Upper,No,152.46,"$127,800","$194,844","$162,305",5034,54.91,2764,1458,1660
19,06,059,0016.03,Upper,No,146.19,"$127,800","$186,831","$155,625",3960,54.29,2150,851,952
20,06,059,0016.04,Upper,No,136.58,"$127,800","$174,549","$145,391",4284,56.44,2418,975,1094
21,06,059,0017.04,Upper,No,128.80,"$127,800","$164,606","$137,109",8120,85.97,6981,1600,2225
22,06,059,0017.05,Middle,No,97.79,"$127,800","$124,976","$104,099",4315,72.07,3110,918,1216
23,06,059,0017.06,Upper,No,198.51,"$127,800","$253,696","$211,319",4171,57.95,2417,1143,1241
24,06,059,0017.08,Middle,No,104.24,"$127,800","$133,219","$110,972",3736,69.25,2587,1186,1381
25,06,059,0017.09,Upper,No,127.76,"$127,800","$163,277","$136,005",2563,79.59,2040,639,700
26,06,059,0017.10,Upper,No,162.78,"$127,800","$208,033","$173,291",4728,87.75,4149,1202,1414
27,06,059,0018.01,Moderate,No,54.45,"$127,800","$69,587","$57,964",5275,85.71,4521,345,983
28,06,059,0018.02,Moderate,No,53.59,"$127,800","$68,488","$57,055",7488,84.64,6338,715,1344
29,06,059,0019.01,Middle,No,99.57,"$127,800","$127,250","$106,000",2714,75.06,2037,611,800
30,06,059,0019.02,Middle,No,83.05,"$127,800","$106,138","$88,417",2750,73.64,2025,527,670
31,06,059,0019.03,Middle,No,91.59,"$127,800","$117,052","$97,500",3539,80.08,2834,541,717
32,06,059,0110.00,Moderate,No,76.89,"$127,800","$98,265","$81,856",6754,62.45,4218,1460,1992
33,06,059,0111.01,Middle,No,96.21,"$127,800","$122,956","$102,417",4283,76.09,3259,742,995
34,06,059,0111.02,Middle,No,111.94,"$127,800","$143,059","$119,167",4445,78.18,3475,903,1101
35,06,059,0112.00,Middle,No,111.76,"$127,800","$142,829","$118,977",4275,56.37,2410,810,1296
36,06,059,0113.00,Middle,No,98.99,"$127,800","$126,509","$105,385",5510,54.81,3020,612,1312
37,06,059,0114.01,Middle,No,110.72,"$127,800","$141,500","$117,868",2118,48.16,1020,418,599
38,06,059,0114.02,Middle,No,114.56,"$127,800","$146,408","$121,957",2473,42.74,1057,808,1006
39,06,059,0114.03,Moderate,No,69.22,"$127,800","$88,463","$73,693",5822,68.36,3980,767,1550
40,06,059,0115.02,Moderate,No,79.75,"$127,800","$101,921","$84,896",4206,75.06,3157,695,1026
41,06,059,0115.03,Middle,No,98.83,"$127,800","$126,305","$105,208",1851,51.05,945,398,555
42,06,059,0115.04,Moderate,No,50.15,"$127,800","$64,092","$53,393",7850,67.96,5335,245,531
43,06,059,0116.01,Low,No,44.86,"$127,800","$57,331","$47,763",7497,86.93,6517,382,1113
44,06,059,0116.02,Moderate,No,58.58,"$127,800","$74,865","$62,364",6248,81.98,5122,701,1318
45,06,059,0117.07,Middle,No,97.36,"$127,800","$124,426","$103,644",6240,59.94,3740,1450,1683
46,06,059,0117.08,Middle,No,82.01,"$127,800","$104,809","$87,303",4975,64.80,3224,446,942
47,06,059,0117.09,Upper,No,131.33,"$127,800","$167,840","$139,803",4401,43.81,1928,1162,1374
48,06,059,0117.10,Upper,No,138.30,"$127,800","$176,747","$147,222",3649,48.62,1774,1005,1161
49,06,059,0117.11,Moderate,No,68.00,"$127,800","$86,904","$72,390",7481,75.36,5638,493,1061
50,06,059,0117.12,Moderate,No,77.71,"$127,800","$99,313","$82,727",4923,75.56,3720,801,1073
51,06,059,0117.14,Moderate,No,77.20,"$127,800","$98,662","$82,188",1016,73.52,747,12,53
52,06,059,0117.15,Middle,No,113.85,"$127,800","$145,500","$121,205",6719,47.73,3207,1692,2035
53,06,059,0117.16,Upper,No,142.22,"$127,800","$181,757","$151,396",5401,72.86,3935,1250,1426
54,06,059,0117.17,Middle,No,117.42,"$127,800","$150,063","$125,000",2849,44.44,1266,667,841
55,06,059,0117.18,Upper,No,130.71,"$127,800","$167,047","$139,148",3291,43.42,1429,845,955
56,06,059,0117.20,Low,No,37.94,"$127,800","$48,487","$40,398",6727,95.27,6409,325,1296
57,06,059,0117.21,Middle,No,81.13,"$127,800","$103,684","$86,371",5091,84.76,4315,412,999
58,06,059,0117.22,Middle,No,105.76,"$127,800","$135,161","$112,583",2350,57.45,1350,650,763
59,06,059,0218.02,Upper,No,132.69,"$127,800","$169,578","$141,250",7826,45.49,3560,1669,2231
60,06,059,0218.07,Middle,No,109.85,"$127,800","$140,388","$116,938",4268,54.12,2310,957,1227
61,06,059,0218.09,Upper,No,146.35,"$127,800","$187,035","$155,799",3304,43.07,1423,778,921
62,06,059,0218.10,Middle,No,116.15,"$127,800","$148,440","$123,646",3598,41.52,1494,969,1283
63,06,059,0218.12,Upper,No,129.94,"$127,800","$166,063","$138,333",6433,49.99,3216,1543,1859
64,06,059,0218.13,Unknown,No,0.00,"$127,800",$0,$0,107,64.49,69,3,10
65,06,059,0218.14,Upper,No,123.43,"$127,800","$157,744","$131,400",7662,58.21,4460,1617,1659
66,06,059,0218.16,Middle,No,111.20,"$127,800","$142,114","$118,378",4895,38.55,1887,1582,1897
67,06,059,0218.17,Middle,No,100.33,"$127,800","$128,222","$106,806",3506,43.75,1534,911,1158
68,06,059,0218.20,Upper,No,150.90,"$127,800","$192,850","$160,642",4128,50.85,2099,1312,1413
69,06,059,0218.21,Middle,No,98.64,"$127,800","$126,062","$105,013",7347,67.18,4936,1288,1658
70,06,059,0218.22,Upper,No,156.90,"$127,800","$200,518","$167,029",9750,58.15,5670,2471,3252
71,06,059,0218.23,Upper,No,126.76,"$127,800","$161,999","$134,946",4054,48.82,1979,1071,1291
