,household_id,id,name,sex,age,occupation,father,mother,paternal_grandfather,maternal_grandfather,spouse,siblings,children,relation_to_declarant,role,owner
912,187 Ar-26,187 Ar-26-d1,Petsoraipis,male,57,,Hatres,Soeris,Imouthes,Phanomgeus,,[],['187 Ar-26-FM1'],self,family member,
913,187 Ar-26,187 Ar-26-FM1,Soeris,female,13,,187 Ar-26-d1,Tapetheus,,,,[],[],daughter,family member,
914,187 Ar-26,187 Ar-26-FM2,Ptolemais,,25,,,,,,,[],[],,family member,
915,187 Ar-26,187 Ar-26-FM3,Tkoll—,,15,,,,,,,[],[],,family member,
916,187 Ar-26,187 Ar-26-FM4,Thaesis,,4,,,,,,,[],[],,family member,
917,187-Ar-27,187-Ar-27-d1,Sarapion,male,,,Esouris,,,,,[],[],self,family member,
918,187-Ar-28,187-Ar-28-d1,NN,male,43,priest of Soknopaios,NN,NN,Stotoetis,,,[],['187-Ar-28-FM1'],self,family member,
919,187-Ar-28,187-Ar-28-FM1,NN,female,age lost,,187-Ar-28-d1,,,,,[],[],daughter,family member,
920,187-Ar-29,187-Ar-29-d1,Stotoetis,female,36,,Paouetis,Thases,Stotoetis,,,[],"['187-Ar-29-FM1', '187-Ar-29-FM2']",self,family member,
921,187-Ar-29,187-Ar-29-FM1,Tapiepis,female,13,,Sotas,187-Ar-29-d1,,,,[],[],daughter,family member,
922,187-Ar-29,187-Ar-29-FM2,Teseuris,female,4,,NN,187-Ar-29-d1,,,,[],[],daughter,family member,
923,187-Ar-30,187-Ar-30-d1,Isidora,female,60,,Orses,Heras,Orses,Paeus,,[],[],self,family member,
924,187-Ar-30,187-Ar-30-S1,Philoumene,,45,,,,,,,[],[],,slave,Isidora [declarant]
925,187-Ar-30,187-Ar-30-S2,Dioskorous,,8,,,Philoumene [no.l],,,,[],[],,slave,Isidora [declarant]
926,187-Ar-30,187-Ar-30-S3,Athenarion,,4,,,Philoumene [no.l],,,,[],[],,slave,Isidora [declarant]
927,187-Ar-30,187-Ar-30-S4,Elephantine,,20,,,Demetria,,,,[],[],,slave,Isidora [declarant]
928,187-Ar-30,187-Ar-30-S5,Eudaimonis,,5,,,Elephantine,,,,[],[],,slave,Isidora [declarant]
929,187-Ar-30,187-Ar-30-S6,Isarous,,1,,,Elephantine,,,,[],[],,slave,Isidora [declarant]
930,187-Ar-30,187-Ar-30-S7,Helene,,68,,,,,,,[],[],,slave,Isidora [declarant]
931,187-Ar-30,187-Ar-30-S8,Ammonarion,,42,,,,,,,[],[],,slave,Isidora [declarant]
932,187-Ar-30,187-Ar-30-S9,Herakleia,,38,,,,,,,[],[],,slave,Isidora [declarant]
933,187-Ar-31,187-Ar-31-d2,Triamallos alias Tyrannos,male,,sitometrosakkophoros,,Triamallos,,,,[],[],self,family member,
934,187-Ar-31,187-Ar-31-d1,Herodes alias Liberalis,male,,sitometrosakkophoros,,Triamallos,,,,[],[],self,family member,
935,187-Ar-32,187-Ar-32-d1,Didymos,male,age lost,idiotes,Kallinikos,Taphorsais,Didymos,,187-Ar-32-FM1,[],['187-Ar-32-FM2'],self,family member,
936,187-Ar-32,187-Ar-32-FM1,Sarapias,female,43 (46 also possible),,Sabeinos,Eudaimonis,Kronion,,187-Ar-32-d1,[],[],wife,family member,
937,187-Ar-32,187-Ar-32-FM2,Didymos,male,10,,187-Ar-32-d1,Hermiaine,,,,[],[],son,family member,
938,187-Ar-32,187-Ar-32-S1,Eurepos,,32 (age very uncertain),,,NN,,,,[],[],,slave,Didymos [declarant]
939,187-Ar-32,187-Ar-32-S2,Ammon,,29,,,NN,,,,[],[],,slave,Didymos [declarant]
940,187-Ar-32,187-Ar-32-S3,NN,,,,,Tapaeis,,,,[],[],,slave,
941,187-Ar-32,187-Ar-32-S4,Alexandria,,29 (somewhat uncertain),,,,,,,[],[],,slave,
942,187-Ar-32,187-Ar-32-S5,NN,female,,,,,,,,[],[],,slave,
943,187-Ar-32,187-Ar-32-S6,NN,female,,,,,,,,[],[],,slave,
944,187-Ar-32,187-Ar-32-S7,NN,male,,,,,,,,[],[],,slave,
945,187-Ar-33,187-Ar-33-d1,NN,male,,,Didymos,,,,,[],[],self,family member,
946,187-Ar-33,187-Ar-33-FM1,Syros,male,33,farmer,Pasion,Philoutos,NN,,,[],[],,family member,
947,187-Ar-34,187-Ar-34-d1,Sarapias,female,age lost,,Eirenaios,Isarion,Maron,,,[],['187-Ar-34-FM1'],self,family member,
948,187-Ar-34,187-Ar-34-FM1,NN alias Sarapias,female,age lost,,,187-Ar-34-d1,,,,[],[],daughter,family member,
949,187-Ar-34,187-Ar-34-NK1,NN,male,[14?],,NN,Apollonia,,,,[],[],,free non-kin,
950,187-Ar-34,187-Ar-34-NK2,Herm[,,age lost,,,,,,,[],[],,free non-kin,
951,187-Ar-35,187-Ar-35-d1,Taorseus,female,,,NN,NN,,Herakleides,,[],[],self,family member,
952,187 Ar-36,187 Ar-36-FM1,NN,male,age lost,,,,,,,[],[],self,family member,
953,187 Ar-36,187 Ar-36-FM2,,,,,,,,,,[],[],,family member,
954,187 Ar-36,187 Ar-36-NK1,NN,male,age lost,,,,,,,[],[],,free non-kin,
955,187-Ar 37,187-Ar 37-d1,Ptolemaios,male,,,Sarapion,,,,,[],[],self,family member,
956,187-Ar 37,187-Ar 37-FM1,Ptolemaios,male,19,workman,NN,Herois,Chairemon,,,[],[],,family member,
957,187 Hm 1,187 Hm 1-d1,Hermaios alias Pathotes,male,,,Achilleus,Eudaimonis,Hermaios,Nearchos,187 Hm 1-FM5,[],"['187 Hm 1-FM2', '187 Hm 1-FM3', '187 Hm 1-FM4', '187 Hm 1-FM6']",self,family member,
958,187 Hm 1,187 Hm 1-FM1,Hermaios,male,[47],,Achilleus,Eudaimonis,Hermaios,Nearchos,,[],[],,family member,
959,187 Hm 1,187 Hm 1-FM2,Hermeinos,male,[21],,187 Hm 1-d1,187 Hm 1-FM5,,Kastor,,[],[],son,family member,
960,187 Hm 1,187 Hm 1-FM3,Isidoros,male,13,,187 Hm 1-d1,187 Hm 1-FM5,,Kastor,,[],[],son,family member,
961,187 Hm 1,187 Hm 1-FM4,Theognostos,male,[8],,187 Hm 1-d1,187 Hm 1-FM5,,Kastor,,[],[],son,family member,
962,187 Hm 1,187 Hm 1-FM5,Souerous,female,[51],,Kastor,,,,187 Hm 1-d1,[],"['187 Hm 1-FM2', '187 Hm 1-FM3', '187 Hm 1-FM4', '187 Hm 1-FM6']",wife,family member,
963,187 Hm 1,187 Hm 1-FM6,Isidora,female,,,187 Hm 1-d1,187 Hm 1-FM5,,Kastor,,[],[],daughter,family member,
964,187 Me 1,187 Me 1-d1,Herakleia,female,45,,of,,,,,[],"['187 Me 1-FM1', '187 Me 1-FM2']",self,family member,
965,187 Me 1,187 Me 1-FM1,Senamounis,female,20,,,187 Me 1-d1,,,,[],[],daughter,family member,
966,187 Me 1,187 Me 1-FM2,Tastoous,female,12,,,187 Me 1-d1,,,,[],[],daughter,family member,
967,187 Me 1,187 Me 1-S1,Thermouthis,,15,,,,,,,[],[],,slave,Herakleia [declarant]
968,187 Ox 1,187 Ox 1-d1,Apollonios,male,,,Dioskoros,Meithous,Apollonios,,,[],[],self,family member,
969,187-Ox-2,187-Ox-2-d1,Theon,male,,,Pausirion,Eudaimonis,Sarapion,,,[],[],self,family member,
970,187 Ox-3,187 Ox-3-d1,Teteuris,female,25,,thous,Taapol(,,,,['187 Ox-3-FM1'],[],self,family member,
971,187 Ox-3,187 Ox-3-FM1,NN,female,22,,NN,NN,,,,"['no.l', '187 Ox-3-d1']",[],self,family member,
972,187-Ox-4,187-Ox-4-d1,NN,female,32,,Panomgeus,Taesis,,Apollos,,[],"['187-Ox-4-FM1', '187-Ox-4-FM2']",self,family member,
973,187-Ox-4,187-Ox-4-FM1,NN,female,3,,,187-Ox-4-d1,,,,[],[],daughter,family member,
974,187-Ox-4,187-Ox-4-FM2,NN,female,10,,,187-Ox-4-d1,,,,[],[],daughter,family member,
975,187-Ox-5,187-Ox-5-d1,Horion,male,,former exegetai,Apollonios,his,,,,[],[],self,family member,
976,187 0 x 6,187 0 x 6-d1,Sarapion  alias  Eusebes,male,,,Sarapion,deme,,,,[],[],self,family member,
977,201-Ar-1,201-Ar-1-FM1,Thenpetesouchos,female,59,,Petesouchos,Tasoucharion,,,,[],['201-Ar-1-FM2'],self,family member,
978,201-Ar-1,201-Ar-1-FM2,Ptolemaios,male,33,,Pathotes,201-Ar-1-FM1,Orsenouphis,,201-Ar-1-FM4,[],['201-Ar-1-FM5'],son,family member,
979,201-Ar-1,201-Ar-1-FM3,Tolis alias Helledora,,54,,,,,,,[],[],,family member,
980,201-Ar-1,201-Ar-1-FM4,Tasous,female,35,,Horion,Thaubarion,,,201-Ar-1-FM2,[],['201-Ar-1-FM5'],,family member,
981,201-Ar-1,201-Ar-1-FM5,Ptollous,female,,,201-Ar-1-FM2,201-Ar-1-FM4,,,,[],[],,family member,
982,201-Ar-1,201-Ar-1-S1,Thermouthis,female,8,,,Tyche,,,,[],[],,slave,Thenpetesouchos
983,201-Ar-2,201-Ar-2-d1,Pakebkis,male,age lost,priest,Pakebkis,NN,Pakebkis,,201-Ar-2-FM1,[],['201-Ar-2-FM2'],self,family member,
984,201-Ar-2,201-Ar-2-FM1,Thaesis,female,age lost,,NN,Isidora,NN,,201-Ar-2-d1,['201-Ar-2-FM2'],[],wife,family member,
985,201-Ar-2,201-Ar-2-FM2,NN,male,age lost,priest,201-Ar-2-d1,NN,,,,['201-Ar-2-FM1'],[],son,family member,
986,201-Ar-2,201-Ar-2-S1,Eudaimonis,,age lost,,,,,,,[],[],,slave,
987,201-Ar-2,201-Ar-2-S2,NN,,age lost,,,Eudaimonis,,,,[],[],,slave,
988,201-Ar-3,201-Ar-3-d1,Sarapias,female,,,Patermouthis,Taorses,Kronion,,,[],[],self,family member,
989,201-Ar-4,201-Ar-4-d1,Maron,male,,,Hermias,,,,,[],[],self,family member,
990,201-Ar-5,201-Ar-5-d1,NN through Heroninos,male,,,Pasion,Helene,NN,,,[],[],self,family member,
991,201-Ar-5,201-Ar-5-FM1,Heroninos,male,48,,Pasion,,,,201-Ar-5-FM2,[],"['201-Ar-5-FM3', '201-Ar-5-FM4']",,family member,
992,201-Ar-5,201-Ar-5-FM2,Sabina,female,26,,Her,,,,201-Ar-5-FM1,[],['201-Ar-5-FM3'],,family member,
993,201-Ar-5,201-Ar-5-FM3,NN,female,age lost,,201-Ar-5-FM1,201-Ar-5-FM2,,,,[],[],,family member,
994,201-Ar-5,201-Ar-5-FM4,NN,female,age lost,,201-Ar-5-FM1,Sarapias,,,,[],[],,family member,
995,201-Ar-5,201-Ar-5-FM5,NN?,,age lost,,,,,,,[],[],,family member,
996,201-Ar-5,201-Ar-5-FM6,Apollonios?,,age lost,,,,,,,[],[],,family member,
997,201-Ar-6,201-Ar-6-d5,Herakleides,male,,,Sarapam,Philantinoos,,,,[],[],self,family member,
998,201-Ar-6,201-Ar-6-d4,Philosarapis,male,,,Sarapam,Philantinoos,,,,[],[],self,family member,
999,201-Ar-6,201-Ar-6-d3,Valerius alias Philantinoos,male,,,Sarapam,Philantinoos,,,,[],[],self,family member,
1000,201-Ar-6,201-Ar-6-d2,Philantinoos alias Herodes,male,,,Sarapam,Philantinoos,,,,[],[],self,family member,
1001,201-Ar-6,201-Ar-6-d1,Valerius alias Philantinoos,male,,,Sarapam,Philantinoos,,,,[],[],self,family member,
1002,201-Ar-6,201-Ar-6-FM1,Neilos,male,50,weaver,Patron,Sarapias,Didymos,,201-Ar-6-FM2,[],['201-Ar-6-FM3'],,family member,
1003,201-Ar-6,201-Ar-6-FM2,Eudaimonis surnamed Kale,female,44,,,,,,201-Ar-6-FM1,[],['201-Ar-6-FM3'],,family member,
1004,201-Ar-6,201-Ar-6-FM3,Helene,female,age not given,,201-Ar-6-FM1,201-Ar-6-FM2,,,,[],[],,family member,
1005,201-Ar-6,201-Ar-6-FM4,Sarapias,female,57,,Sabeinos,Eudaimonis,Kronion,,,[],['201-Ar-6-FM5'],,family member,
1006,201-Ar-6,201-Ar-6-FM5,Tyrannis,female,age not given,,Sarapias,201-Ar-6-FM4,,,,[],[],,family member,
1007,201-Ar-6,201-Ar-6-S1,Elpis,,26,,,,,,,[],[],,slave,Sarapias
1008,201-Ar-6,201-Ar-6-S2,Sarapammon,,20,,,Isis alias Memphis,,,,[],[],,slave,Sarapias (half-share)
1009,201-Ar-7,201-Ar-7-d1,Taonnophris,female,,,Stotoetis,Taphiamis,Stotoetis,Satabous,,[],[],self,family member,
1010,201-Ar-8,201-Ar-8-d1,Herois,female,50,,Kastor,Taorsenouphis,Onnophris,,,[],['201-Ar-8-FM1'],self,family member,
1011,201-Ar-8,201-Ar-8-FM1,Soeris,female,21,,Heron,201-Ar-8-d1,Ptolemaios,,,[],['201-Ar-8-FM2'],daughter,family member,
1012,201-Ar-8,201-Ar-8-FM2,Gaia,female,1,,Longinos,201-Ar-8-FM1,,,,[],[],,family member,
1013,201-Ar-9,201-Ar-9-d1,Tasoucharion,female,74,,Heras,Artemis,Petsiris,,,[],"['201-Ar-9-FM1', '201-Ar-9-FM4', '201-Ar-9-FM5']",self,family member,
1014,201-Ar-9,201-Ar-9-FM1,Leonides,male,56,,Ptollas,201-Ar-9-d1,Leonides,,,"['201-Ar-9-FM4', '201-Ar-9-FM5']",['201-Ar-9-FM2'],son,family member,
1015,201-Ar-9,201-Ar-9-FM2,Longinos,male,26,,201-Ar-9-FM1,Gaia,,Longinos,,[],['201-Ar-9-FM3'],,family member,
1016,201-Ar-9,201-Ar-9-FM3,Gaia,female,6,,201-Ar-9-FM2,,,,,[],[],,family member,
1017,201-Ar-9,201-Ar-9-FM4,NN,male,46,,Ptollas,201-Ar-9-d1,Leonides,,,['201-Ar-9-FM1'],['201-Ar-9-FM5'],son,family member,
1018,201-Ar-9,201-Ar-9-FM5,NN,female,56,,201-Ar-9-FM4,201-Ar-9-d1,Leonides,,,['201-Ar-9-FM1'],[],daughter,family member,
1019,201-Ar-lO,201-Ar-lO-d1,Thenpetsokis,female,54,,Petesouchos,Tasoucharion,,,,['201-Ar-lO-FM2'],['201-Ar-lO-FM1'],self,family member,
1020,201-Ar-lO,201-Ar-lO-FM1,Ptolemaios,male,33,,NN,201-Ar-lO-d1,,,201-Ar-lO-FM3,[],"['201-Ar-lO-FM4', '201-Ar-lO-FM5']",son,family member,
1021,201-Ar-lO,201-Ar-lO-FM2,Helene,female,54,,Petesouchos,,,,,['201-Ar-lO-d1'],['201-Ar-lO-FM3'],sister,family member,
1022,201-Ar-lO,201-Ar-lO-FM3,Taorseus,female,,,Helene,201-Ar-lO-FM2,,,201-Ar-lO-FM1,[],"['201-Ar-lO-FM4', '201-Ar-lO-FM5']",,family member,
1023,201-Ar-lO,201-Ar-lO-FM4,NN,,,,201-Ar-lO-FM1,201-Ar-lO-FM3,,,,[],[],,family member,
1024,201-Ar-lO,201-Ar-lO-FM5,NN,,,,201-Ar-lO-FM1,201-Ar-lO-FM3,,,,[],[],,family member,
1025,201-Ar-lO,201-Ar-lO-S1,Thermoutharion si. of Thenpetsokis,,8,,,,,,,[],[],,slave,
1026,201-Ar-lO,201-Ar-lO-S2,Protous,,age lost,,,,,,,[],[],,slave,
1027,201-AMI,201-AMI-d1,Name lost,,,,,,,,,[],[],self,family member,
1028,201-AM2,201-AM2-d1,Not preserved,,,,,,,,,[],[],self,family member,
1029,201-AM2,201-AM2-FM1,NN,male,age lost,priest,NN,Thatres,NN,Pakysis,201-AM2-FM2?,[],['201-AM2-FM3'],,family member,
1030,201-AM2,201-AM2-FM2,Thases,female,16,,Satabous,Tases,Panomieus,,201-AM2-FM1?,[],['201-AM2-FM3'],,family member,
1031,201-AM2,201-AM2-FM3,NN,male or female,3,,201-AM2-FM1,201-AM2-FM2,,,,[],[],,family member,
1032,201-Ox 1,201-Ox 1-d1,Ploution,male,48,,Ploution,Tapsois,Ploution,,,[],"['201-Ox 1-FM1', '201-Ox 1-FM2']",self,family member,
1033,201-Ox 1,201-Ox 1-FM1,Tapsois,female,20,,201-Ox 1-d1,,,,,[],[],daughter,family member,
1034,201-Ox 1,201-Ox 1-FM2,Gaiane,female,15,,201-Ox 1-d1,,,,,[],[],daughter,family member,
1035,201-Ox 1,201-Ox 1-S1,Dioskoros,,[.]8,,,,,,,[],[],,slave,Ploution [declarant]
1036,201-Ox 1,201-Ox 1-S2,Aphrodite surnamed Isidora,,13,,,,,,,[],[],,slave,Tapsois alias Eudaimonis [kin no.2]
1037,201-Ox 1,201-Ox 1-S3,Taeros,,35,,,,,,,[],[],,slave,Ploution [declarant] and his brothers and others
1038,201-Ox 1,201-Ox 1-S4,Taepimachos,,9,,,Taeros [no.3],,,,[],[],,slave,Ploution [declarant] and his brothers and others
1039,201 Ox 2,201 Ox 2-d1,Didyme,female,,,Kephalon,Didyme,,,,[],[],self,family member,
1040,201 Ox 3,201 Ox 3-FM1,Admetos,male,,,Herakles,Tapontos,,,,[],"['201 Ox 3-FM2', '201 Ox 3-d1']",,family member,
1041,201 Ox 3,201 Ox 3-FM2,Herakles,male,,,201 Ox 3-FM1,NN,,,,[],"['201 Ox 3-d1', '201 Ox 3-FM3']",,family member,
1042,201 Ox 3,201 Ox 3-d1,Admetos,male,age lost,,201 Ox 3-FM2,T[,Admetos,,,['201 Ox 3-FM3'],[],self,family member,
1043,201 Ox 3,201 Ox 3-FM3,Mieus,male,age lost,,201 Ox 3-FM2,T[,,,,['201 Ox 3-d1'],[],brother,family member,
1044,215-An-l,215-An-l-d1,Aur. Thermoutharion,female,age not given,,Aur,,,,,[],"['215-An-l-FM1', '215-An-l-d3']",self,family member,
1045,215-An-l,215-An-l-FM1,M. Aur. Eudaimon alias Besodoros,male,age not given,,Aur,215-An-l-d1,Eudaimon,,,[],[],self,family member,
1046,215-An-l,215-An-l-d3,Aur. Maria alias Basileia,female,age not given,,Aur,215-An-l-d1,Eudaimon,,,[],[],self,family member,
1047,215 Ar 1,215 Ar 1-d1,Aur. Achillas,male,35,,Ptolemaios,215 Ar 1-FM1,Chairemon,,,[],[],self,family member,
1048,215 Ar 1,215 Ar 1-FM1,Aurelia Tauris,female,60,,,,,,,[],['215 Ar 1-d1'],mother,family member,
1049,215-Ar-2,215-Ar-2-d1,Aur. Tesenouphis,male,age lost,priest,Stotoetis,Tha[,Tesenouphis,,,['215-Ar-2-FM1'],[],self,family member,
1050,215-Ar-2,215-Ar-2-FM1,Tases,female,25,,Stotoetis,Tha[,Tesenouphis,,,['215-Ar-2-d1'],[],sister,family member,
1051,215-Ar-2,215-Ar-2-FM2,NN,male,[.]1,,Herieus,Segathis,Tesenouphis,,,[],[],,family member,
1052,215-Ar-2,215-Ar-2-FM3,Segathis,female,age lost,,Harpagathos,,Sataboutos,,,[],[],,family member,
1053,215-Ar-2,215-Ar-2-FM4,Taouetis,female,age lost,,Satabous,,,,,[],[],,family member,
1054,215-Ar-2,215-Ar-2-FM5,Ta.ases,female,50,,Satabous,NN,NN,Stotoetis,,[],[],,family member,
1055,215-Ar-2,215-Ar-2-S1,NN,,age lost,,,,,,,[],[],,slave,Th[ [mother of declarant]
1056,215-Ar-2,215-Ar-2-S2,Taesis,female,14,,,NN [no.l],,,,[],[],,slave,Th[ [mother of declarant]
1057,215-Ar-2,215-Ar-2-S3,Orsenouphis,male,4,,,NN [no.l],,,,[],[],,slave,Th[ [mother of declarant]
1058,215-Ar-2,215-Ar-2-S4,NN,,age lost,,,,,,,[],[],,slave,
1059,215-Ar-2,215-Ar-2-S5,Ta[,female,4,,,NN [no.4],,,,[],[],,slave,
1060,215-Ar-2,215-Ar-2-S6,Taseus,female,,,,NN [no.4],,,,[],[],,slave,
1061,215-Ar-3,215-Ar-3-d1,Aur. Pa[,male,[.]8,priest,NN,NN,Satabous,Herieus,215-Ar-3-FM1,[],"['215-Ar-3-FM2', '215-Ar-3-FM9', '215-Ar-3-FM3', '215-Ar-3-FM4']",self,family member,
1062,215-Ar-3,215-Ar-3-FM1,NN,female,age lost,,NN,Tapekysis,Stotoetis,,215-Ar-3-d1,[],"['215-Ar-3-FM2', '215-Ar-3-FM3', '215-Ar-3-FM4']",wife,family member,
1063,215-Ar-3,215-Ar-3-FM2,NN,male,age lost,,215-Ar-3-d1,215-Ar-3-FM1,,,,[],[],son,family member,
1064,215-Ar-3,215-Ar-3-FM3,Tases,female,26,,215-Ar-3-d1,215-Ar-3-FM1,,,,[],[],daughter,family member,
1065,215-Ar-3,215-Ar-3-FM4,Tasisois,female,16,,215-Ar-3-d1,215-Ar-3-FM1,,,,[],[],daughter,family member,
1066,215-Ar-3,215-Ar-3-FM5,Tanephremmis,female,10,,,,,,,[],[],,family member,
1067,215-Ar-3,215-Ar-3-FM6,Stotoetis,female,8,,,,,,,[],[],,family member,
1068,215-Ar-3,215-Ar-3-FM7,Segathis,,age lost,,,,,,,[],[],,family member,
1069,215-Ar-3,215-Ar-3-FM8,NN [prob.,female,age lost,,,,,,,[],[],,family member,
1070,215-Ar-3,215-Ar-3-FM9,Herieus,male,4[.],,215-Ar-3-d1,NN,Satabous,Herieus,,[],[],son,family member,
1071,215-Ar-3,215-Ar-3-FM10,Harpagathes,male,age lost,,Harpagathes,Tanephremmis,Stotoetis,,,[],"['215-Ar-3-FM11?', '215-Ar-3-FM12?']",,family member,
1072,215-Ar-3,215-Ar-3-FM11,Satabous,male,2,,215-Ar-3-FM10?,,,,,[],[],,family member,
1073,215-Ar-3,215-Ar-3-FM12,Thaisarion,female,age lost,,215-Ar-3-FM10?,,,,,[],[],,family member,
1074,215-Ar-3,215-Ar-3-S1,Taseus,,49,,,,,,,[],[],,slave,
1075,215-Ar-3,215-Ar-3-S2,S[,,34,,,Taseus [no.l],,,,[],[],,slave,
1076,215-Ar-3,215-Ar-3-S3,NN,,13,,,Taseus [no.l],,,,[],[],,slave,
1077,215-Ar-3,215-Ar-3-S4,Taseus,,10,,,Taseus [no.l],,,,[],[],,slave,
1078,215-Ar-3,215-Ar-3-S5,Thermouthis,,age lost,,,Taseus [no.l],,,,[],[],,slave,
1079,215-Ar-4,215-Ar-4-d1,Aur. Stotoetis,male,33,priest,215-Ar-4-FM9,Taphiomis,Stotoetis,Satabous,215-Ar-4-FM1,"['215-Ar-4-FM5', '215-Ar-4-FM6', '215-Ar-4-FM9']","['215-Ar-4-FM3', '215-Ar-4-FM2', '215-Ar-4-FM4']",self,family member,
1080,215-Ar-4,215-Ar-4-FM1,Tanephremmis,female,30,,Stotoetis,Se[,,,215-Ar-4-d1,[],['215-Ar-4-FM2'],wife,family member,
1081,215-Ar-4,215-Ar-4-FM2,Herieus,female,3,,215-Ar-4-d1,215-Ar-4-FM1,,,,[],[],daughter,family member,
1082,215-Ar-4,215-Ar-4-FM3,Pabous,male,,,215-Ar-4-d1,,,,,[],[],son,family member,
1083,215-Ar-4,215-Ar-4-FM4,Taphiomis,female,3,,215-Ar-4-d1,,,,,[],[],daughter,family member,
1084,215-Ar-4,215-Ar-4-FM5,Pabous,male,29,,Panephremmis,Taphiomis,,Satabous,215-Ar-4-FM7,['215-Ar-4-d1'],['215-Ar-4-FM8'],brother,family member,
1085,215-Ar-4,215-Ar-4-FM6,Amoun,male,23,,Panephremmis,Taphiomis,,Satabous,,['215-Ar-4-d1'],[],brother,family member,
1086,215-Ar-4,215-Ar-4-FM7,Tanephremmis,female,29,,Pekysis,Taouetis,,,215-Ar-4-FM5,[],['215-Ar-4-FM8'],,family member,
1087,215-Ar-4,215-Ar-4-FM8,Taphiomis,female,3,,215-Ar-4-FM5,215-Ar-4-FM7,,,,[],[],,family member,
1088,215-Ar-4,215-Ar-4-FM9,Stotoetis,male,66,priest,Stotoetis,Taoues,Satabous,,215-Ar-4-FM10,['215-Ar-4-d1'],['215-Ar-4-d1'],brother of the father,family member,
1089,215-Ar-4,215-Ar-4-FM10,Taouetis,female,age lost,,,,,,215-Ar-4-FM9,[],[],,family member,
1090,215-Ar-5,215-Ar-5-d1,Aur. Panephremmis,male,36,priest,Pekysis,215-Ar-5-FM2,Stotoetis,Stotoetis,215-Ar-5-FM1,[],[],self,family member,
1091,215-Ar-5,215-Ar-5-FM1,Taphiomis,female,34,,Pakysis,,,,215-Ar-5-d1,[],[],wife,family member,
1092,215-Ar-5,215-Ar-5-FM2,Taoues,female,54,,Stotoetis,,,,,[],['215-Ar-5-d1'],mother,family member,
1093,215-Ar-6,215-Ar-6-d1,Aur. Panephremmis,male,50,priest,Satabous,Segathis,Herieus,Horos,215-Ar-6-FM1,['215-Ar-6-FM3'],['215-Ar-6-FM2'],self,family member,
1094,215-Ar-6,215-Ar-6-FM1,Tapekysis,female,49,,Stotoetis,,Satabous,,215-Ar-6-d1,[],['215-Ar-6-FM2'],wife,family member,
1095,215-Ar-6,215-Ar-6-FM2,Herieus,male,3,,215-Ar-6-d1,215-Ar-6-FM1,,,,[],[],son,family member,
1096,215-Ar-6,215-Ar-6-FM3,Satabous,male,47,,Satabous,Segathis,Herieus,Horos,215-Ar-6-FM4,['215-Ar-6-d1'],[],brother,family member,
1097,215-Ar-6,215-Ar-6-FM4,Taouetis,female,32,,Onnophris,Taphiomis,,,215-Ar-6-FM3,[],[],,family member,
1098,215-Ar-7,215-Ar-7-d1,Name lost,,,,,,,,,[],[],self,family member,
1099,215-Ar-7,215-Ar-7-FM1,NN,male,age lost,,Pabous,NN,Panomieus,,215-Ar-7-FM2,[],"['215-Ar-7-FM3', '215-Ar-7-FM4']",,family member,
1100,215-Ar-7,215-Ar-7-FM2,NN,female,age lost,,NN,NN,NN,,215-Ar-7-FM1,[],"['215-Ar-7-FM3', '215-Ar-7-FM4']",,family member,
1101,215-Ar-7,215-Ar-7-FM3,NN,male or female,age lost,,215-Ar-7-FM1,215-Ar-7-FM2,,,,[],[],,family member,
1102,215-Ar-7,215-Ar-7-FM4,NN,male or female,age lost,,215-Ar-7-FM1,215-Ar-7-FM2,,,,[],[],,family member,
1103,215-Ar-8,215-Ar-8-d1,Aurelia,female,,,Syra,,,,,[],[],self,family member,
1104,215-He-l,215-He-l-d1,Aur. Herakl[,,age lost,,,,,,215-He-l-FM1,[],"['215-He-l-FM2', '215-He-l-FM3', '215-He-l-FM4']",self,family member,
1105,215-He-l,215-He-l-FM1,[?Askl]epia,female,age lost,,Herakleios,Herakl[,,,215-He-l-d1,[],"['215-He-l-FM2', '215-He-l-FM3', '215-He-l-FM4']",wife,family member,
1106,215-He-l,215-He-l-FM2,]s,male,12 (13 in current year),,215-He-l-d1,215-He-l-FM1,,,,[],[],son,family member,
1107,215-He-l,215-He-l-FM3,Aur. Theodoros alias Herakleios,male,9 (10 in current year),,215-He-l-d1,215-He-l-FM1,,,,[],[],son,family member,
1108,215-He-l,215-He-l-FM4,Aur. Tastoous alias Isidora,female,7,,215-He-l-d1,215-He-l-FM1,,,,[],[],daughter,family member,
1109,215-He-l,215-He-l-NK1,Aur. Atrainis,male,80,,Atrainis,Ancharous,,,,[],[],,free non-kin,
1110,215-He-l,215-He-l-NK2,Aur. Korintia,,age lost,,,,,,,[],[],,free non-kin,
1111,215 He 2,215 He 2-d1,Pareitis,male,37,,Horos,Thenpachnoubis,,,215 He 2-FM1,"['215 He 2-FM3', '215 He 2-FM4']",['215 He 2-FM2'],self,family member,
1112,215 He 2,215 He 2-FM1,NN,female,25,,,,,,215 He 2-d1,[],['215 He 2-FM2'],wife,family member,
1113,215 He 2,215 He 2-FM2,NN,male,1,,215 He 2-d1,215 He 2-FM1,,,,[],[],son,family member,
1114,215 He 2,215 He 2-FM3,Tamounis,female,33,,Horos,Thenpachnoubis,,,,['215 He 2-d1'],['215 He 2-FM4'],sister,family member,
